simple_postcode,price,xcoord,ycoord,crime_deprivation,health_deprivation,housing_services_deprivation,education_deprivation,living_environment_deprivation,outdoors_deprivation,geographic_barriers_deprivation,flood_areas_count,commute_hours,commute_distance_km,noise_decibels_mean,noise_decibels_var,lat,long
CT17,241033.217687075,630615.154863003,141757.573771887,4.6,5.8,7,4,6.6,9,6.4,0,1.36869444444444,109.5801,64.7097808658471,44.1772251391203,51.1318870624177,1.28814730789112
CT18,376047.820689655,620722.981179456,139821.43427432,5.84615384615385,6.07692307692308,5.07692307692308,5.23076923076923,6.61538461538462,7.84615384615385,4.23076923076923,0,1.22502777777778,97.2334,62.4549019607843,28.8239755690428,51.1217235705043,1.1214790952109
CT19,285355.210526316,621957.66099472,136984.281722773,3.77777777777778,3.94444444444444,6.83333333333333,3.72222222222222,4.66666666666667,7.33333333333333,7.66666666666667,0,1.26483333333333,99.7851,62.3907678244973,28.0250999131481,51.0870004423366,1.16903495341201
CT2 ,372545.403314917,614649.850462263,159483.091892321,5.6,6.28,3.6,6.28,7.04,8.6,3.32,0,1.08552777777778,83.9049,63.2092105263158,35.0141294107868,51.2898469745476,1.08292453650954
CT20,309945.234449761,621746.461708708,135948.70274188,6.5,5.33333333333333,4.08333333333333,5.5,5.91666666666667,8.66666666666667,3.83333333333333,0,1.24219444444444,97.0932,62.573896353167,29.0195948356434,51.0776746497684,1.09719309115325
CT21,378244.550561798,615505.904760467,134820.049310226,6.875,5.125,4.125,5.625,7,8.75,3.5,0,1.31238888888889,97.3089,63.9330332020259,32.4240039138745,51.0454115854727,1.01009753748278
CT3 ,394491.658333333,623849.142007748,157785.236360115,6.5,6.66666666666667,4.16666666666667,6,4.83333333333333,8.5,3.5,0,1.1865,95.8287,63.9431714023831,31.2206207586677,51.2587672392816,1.19995898041614
CT4 ,441091.231884058,614183.665728101,151683.36914562,6.75,7.75,2.5,7,7.5,8.5,1.5,0,1.12325,86.432,62.8981444926964,32.141280126033,51.2336263753866,1.04509634996428
CT5 ,421548.326219512,611414.980924581,166047.773599574,5.63636363636364,6.72727272727273,5.81818181818182,6.31818181818182,8.18181818181818,9.04545454545454,4.36363636363636,0,1.06713888888889,81.6486,63.2455445544554,39.0086221775902,51.3480075868708,1.03229506757266
CT6 ,351750.671586716,617909.006795996,167503.691611303,5.04761904761905,5.04761904761905,6.14285714285714,4.61904761904762,7.80952380952381,8.04761904761905,5.47619047619048,0,1.13838888888889,90.1786,62.8105530832804,30.7198122257109,51.3570650576015,1.14516639985911
CT7 ,348570.788135593,629718.376046662,168800.046382372,5.22222222222222,4.66666666666667,5.44444444444445,4.22222222222222,6.33333333333333,7.33333333333333,5.66666666666667,0,1.34105555555556,105.7704,62.5848765432099,26.2786844552693,51.3781141462453,1.35136430706918
CT8 ,290511.463414634,632303.894073069,169840.712248434,4.8,4.8,6,3.6,5.6,7.6,6.8,0,1.32430555555556,104.809,62.6500742942051,26.7976105481758,51.3790275203013,1.33982307479752
CT9 ,290233.24057971,635928.733928289,170393.532404421,2.31578947368421,3.21052631578947,4.94736842105263,2.68421052631579,5.68421052631579,6.42105263157895,5.94736842105263,0,1.41366666666667,108.5131,62.3272251308901,23.6408428376792,51.3807830171596,1.39097708005614
CV1 ,234816.12745098,433619.762122507,279197.366338655,3.81481481481482,2.85185185185185,4.14814814814815,3.66666666666667,1.96296296296296,2.7037037037037,8.03703703703704,0,2.44333333333333,201.5628,62.6977189955913,36.0161623573711,52.4073407781549,-1.50022631299952
CV10,261779.850931677,433894.84078234,292123.303622456,3.63414634146342,4.04878048780488,5.92682926829268,3.48780487804878,5.58536585365854,5.70731707317073,5.4390243902439,2,2.56277777777778,215.6213,61.9498806682578,33.4860255349413,52.5361767623981,-1.50607519712424
CV11,238454.308823529,437196.269227857,291376.759467299,6.08333333333333,5.70833333333333,6.58333333333333,6.45833333333333,6.83333333333333,5.875,5.29166666666667,1,2.51969444444444,205.3466,62.8854166666667,41.2477355072464,52.5118091952623,-1.42450521918989
CV12,207178.369565217,436018.271726253,286956.421501196,4.34782608695652,4.1304347826087,6.56521739130435,3.21739130434783,5.1304347826087,5.17391304347826,5.91304347826087,1,2.46788888888889,207.2736,62.5397837002704,35.6318919369798,52.4685467183487,-1.46798003401713
CV13,345510.869565217,440016.102021008,302064.414415966,7.28571428571429,8.57142857142857,4.71428571428571,7.28571428571429,6.57142857142857,6,3.14285714285714,1,2.72077777777778,216.5846,63.6555407209613,42.242151746,52.6204920987619,-1.42109880094166
CV2 ,186160,436515.162146426,280801.613021915,4.1304347826087,3.8695652173913,5.60869565217391,4.04347826086957,3.32608695652174,3.93478260869565,6.95652173913044,1,2.39280555555556,201.3468,62.7182203389831,36.0490004345937,52.4299827957788,-1.44630875433963
CV21,248442.394736842,451156.092966891,275635.867346525,4.93548387096774,6.19354838709677,6.29032258064516,5.7741935483871,5.67741935483871,5.2258064516129,5.93548387096774,1,2.27877777777778,189.3359,63.6193480546793,39.0591621008357,52.3434053573687,-1.36764076862825
CV22,315836.262931035,449248.875712445,273729.599257923,6.625,7.375,6.25,7,7.25,6.375,4.125,0,2.28169444444444,185.7078,63.9850746268657,49.5916138570463,52.3509679986162,-1.27003597544115
CV23,341309.523809524,448855.281051008,274726.101027078,6.73684210526316,7.78947368421053,3.78947368421053,7.94736842105263,5.42105263157895,6.42105263157895,2.89473684210526,0,2.22877777777778,183.7632,63.1538461538462,41.3444969734459,52.3248971154345,-1.27792814750341
CV3 ,315534.209549072,435518.433030079,277190.419413771,6.53846153846154,5.20512820512821,5.82051282051282,6.33333333333333,4.69230769230769,4.94871794871795,5.7948717948718,1,2.43702777777778,200.4187,63.2049211119459,39.093637247204,52.3795827305457,-1.48425987339045
CV31,312246.179591837,432503.10758243,264454.921736225,4.96296296296296,5.74074074074074,6.03703703703704,6.66666666666667,5.74074074074074,5.96296296296296,6.81481481481482,0,2.56786111111111,173.8296,63.3087113608992,39.190201190148,52.2570640233725,-1.50875307865943
CV32,412012.873134328,432095.718977951,266773.148210807,6.36842105263158,6.68421052631579,5.78947368421053,8.10526315789474,6.47368421052632,6.89473684210526,5.21052631578947,0,2.52394444444444,172.6558,63.1022646850672,37.4836975242533,52.2554273967311,-1.52538843174992
CV33,435058.316666667,434787.286317293,261552.658982641,8.22222222222222,8.11111111111111,6.33333333333333,7.77777777777778,5.11111111111111,7.44444444444445,5.11111111111111,0,2.40169444444444,161.5946,61.5987654320988,31.8818560562627,52.2004592729246,-1.44491235071648
CV34,374682.812244898,428883.592683216,264914.761510256,6.66666666666667,6.55555555555556,6.16666666666667,7.16666666666667,6.44444444444445,6.55555555555556,5.66666666666667,1,2.53055555555556,210.3533,63.0900183710962,36.5909753748538,52.292705741288,-1.58239270022125
CV35,494930.737623762,427898.855754432,258151.112554865,8.5,8.14285714285714,2.57142857142857,8.71428571428571,5.5,7.14285714285714,1.85714285714286,1,2.70352777777778,177.9032,65.0364372469636,52.5260530011251,52.1787563050698,-1.59255144383924
CV36,544242.261904762,426008.768217185,240146.662225021,8.75,7.25,5,7.25,5.375,8.125,4,0,2.68088888888889,173.2494,63.6216216216216,20.6219918548686,52.1010077029102,-1.66010360452792
CV37,489364.700305811,419484.931661834,254031.288349498,7,7.8125,5.9375,8.25,6.0625,6.75,4.375,0,2.77977777777778,186.3974,63.924778761062,37.5895537596902,52.1821217655089,-1.71780298258789
CV4 ,393003.73964497,429307.182236915,277227.242020283,6.61904761904762,4.90476190476191,4.42857142857143,5.57142857142857,5.14285714285714,6.0952380952381,4.85714285714286,0,2.51938888888889,205.2018,63.1845772685042,39.7441115080457,52.3874025729324,-1.58220832979667
CV5 ,253233.609427609,430441.221913506,279400.448475756,6.85185185185185,6.14814814814815,6.92592592592593,7.37037037037037,3.88888888888889,5.40740740740741,6.44444444444445,0,2.54608333333333,207.1303,62.374149659864,33.9712967386192,52.4181518236026,-1.57273361733412
CV6 ,183686.686419753,433579.878141328,281941.456317733,4.58139534883721,3.76744186046512,5.69767441860465,3.3953488372093,2.72093023255814,3.74418604651163,7.72093023255814,0,2.47766666666667,208.6906,62.5036994877632,35.1399768235273,52.440433603756,-1.50807141225419
CV7 ,398487.831632653,429477.089164807,283207.003293786,6.33333333333333,6.33333333333333,6.83333333333333,6.5,8,8.5,4.83333333333333,1,2.65333333333333,211.1227,62.3007915567282,35.8123277785982,52.4479128614587,-1.59515399112852
CV8 ,418203.84,431060.21327269,272699.873000052,7.73333333333333,7.73333333333333,6.73333333333333,9,6.93333333333333,7.06666666666667,5,0,2.45252777777778,203.2224,62.9777082518577,36.5756813496405,52.3455990652199,-1.51658915167236
CV9 ,262851.622377622,429692.840465401,298704.806218616,5.11111111111111,4.77777777777778,6.66666666666667,4,5.77777777777778,5.11111111111111,5.44444444444445,1,2.69202777777778,217.0251,62.1178992497321,37.9689174705252,52.5786332466398,-1.5851698677271
CW1 ,165716.285185185,370792.563316547,356495.792172249,5.5,4.53125,7.0625,4.15625,5.1875,7.1875,4.84375,1,3.75144444444444,320.3836,66.3774069319641,54.6684332096341,53.0975823293519,-2.44315470089292
CW10,231742.415254237,370446.203369967,365792.852861672,6.26666666666667,5.6,5.73333333333333,6.53333333333333,6.66666666666667,6.4,3.4,0,3.82919444444444,330.4801,63.4267113095238,37.5711061138728,53.1985720820302,-2.44175612933779
CW11,303594.113207547,375403.191849505,360780.748659325,6.8125,5.5625,6.0625,7.875,6.5625,7,3.3125,0,3.76388888888889,324.9306,63.2533901588532,42.042745285314,53.1445955994042,-2.30365113846564
CW12,279872.596566524,385792.610541827,363182.198971542,7.72727272727273,6.54545454545455,6,7.31818181818182,6.68181818181818,8.40909090909091,3.09090909090909,0,3.90661111111111,324.6369,62.3157620041754,28.6861430743989,53.1773962519916,-2.20569188379125
CW2 ,225198.487261147,370096.869065676,353949.77420702,6.48148148148148,5.62962962962963,6.62962962962963,5.92592592592593,5.96296296296296,7.44444444444445,3.96296296296296,0,3.69930555555556,317.8734,66.7425864909391,57.772606739529,53.0577570830557,-2.42760369120047
CW3 ,342177.576271187,372853.969917968,344615.650157753,8.66666666666667,6.77777777777778,4.55555555555556,7.77777777777778,4.66666666666667,9.22222222222222,2.11111111111111,0,3.68991666666667,312.2578,66.2985074626866,58.9989514311849,52.9982331851841,-2.42498309056026
CW4 ,405012.310810811,376294.70737237,368013.632811939,9,8.5,7.75,9.5,8.5,6.5,4.5,0,3.78844444444444,326.912,64.3918212077984,48.0347951116908,53.1989070080186,-2.36054049268627
CW5 ,311500.378277154,365229.962664767,351797.570710826,6.94117647058824,5.64705882352941,5.64705882352941,7.17647058823529,5.35294117647059,8.41176470588235,3.41176470588235,0,3.77727777777778,324.2368,65.1902985074627,53.6757503307723,53.1413159515479,-2.3796667109057
CW6 ,516654.254385965,355392.079539877,363002.860611381,8.66666666666667,8.5,5.33333333333333,9.33333333333333,6.5,6.83333333333333,2.66666666666667,0,4.07894444444444,344.1865,66.1105598866052,48.1622359274394,53.186090410376,-2.64186834475658
CW7 ,167734.639751553,364669.805476,365979.989595651,4.57894736842105,2.89473684210526,6.78947368421053,3.21052631578947,6.73684210526316,7.05263157894737,4.57894736842105,0,4.00516666666667,337.8996,63.4562958435208,35.9479517901631,53.2007517741209,-2.52461961109602
CW8 ,294668.633093525,362504.1129733,373086.596796054,6.875,5.83333333333333,7.29166666666667,6.875,5.45833333333333,6.58333333333333,5.04166666666667,0,4.10225,348.8245,65.2341190571314,50.6773805885376,53.256400548857,-2.61158680592955
CW9 ,273819.452054795,366758.002339557,373646.867899445,8.22222222222222,5.77777777777778,7.61111111111111,6.27777777777778,5.72222222222222,5.83333333333333,4.83333333333333,0,4.00936111111111,342.3886,63.3885955649419,37.8334473578536,53.273745073137,-2.49672364847289
DA1 ,335653.576732673,553661.892719978,174463.591662802,3.5,6.3,4.275,4.75,3.725,2.125,5.3,1,0.265361111111111,13.0245,62.6496400411382,30.866491013272,51.440688962056,0.214146806731532
DA10,347416.666666667,560441.345812167,173940.168164993,2,5.66666666666667,4.66666666666667,3.5,4.33333333333333,2.33333333333333,6.33333333333333,1,0.382527777777778,18.5115,62.760550996483,34.0909776239562,51.44347011377,0.301524588565896
DA11,503293.437788019,563457.856148203,173350.38149034,2.25925925925926,5.62962962962963,7.2962962962963,3.77777777777778,4.96296296296296,3.85185185185185,7,1,0.434666666666667,25.1293,63.1010121875646,37.3515712893142,51.4358989465497,0.349388518225212
DA12,327477.734375,565963.411786144,172567.966776805,2.34615384615385,5.92307692307692,7.15384615384615,3.88461538461538,6.26923076923077,4.46153846153846,6.07692307692308,1,0.414111111111111,27.6953,63.4905614121108,38.0302566489373,51.4050489327962,0.399520417346103
DA13,503728.970588235,563858.701021769,166724.383646259,4.63636363636364,8.09090909090909,5.81818181818182,6.18181818181818,6.27272727272727,5.90909090909091,3.27272727272727,1,0.521583333333333,30.6356,63.3479843225084,38.8783129339463,51.371967319436,0.366494748667244
DA14,448830.403614458,546965.218833614,171724.195158215,6.63157894736842,7.63157894736842,3.63157894736842,6.21052631578947,5.42105263157895,4.05263157894737,5.31578947368421,1,0.249305555555556,9.1183,62.5178262374524,27.8819343494777,51.4276563727182,0.118883815034356
DA15,434837.274678112,545882.785670251,173580.113332324,7.18181818181818,8.36363636363636,5.36363636363636,5.31818181818182,5.40909090909091,3.36363636363636,6.5,1,0.238555555555556,8.0932,62.4952939809435,27.1484875261435,51.4460510885815,0.0975282916554649
DA16,416213.625,546370.887501581,176064.92054319,6.70833333333333,8.41666666666667,5.5,5.45833333333333,5.04166666666667,3.16666666666667,7.375,2,0.17325,5.3444,62.4471733086191,26.2380711381255,51.4668700530298,0.107897973607488
DA17,1075278.7295082,549269.754844512,178711.964568209,4.86666666666667,7.2,3.13333333333333,4.33333333333333,4.46666666666667,3.66666666666667,5.86666666666667,2,0.115555555555556,4.741,62.2647903878804,24.9625334668024,51.4874508699689,0.15032201914866
DA18,273000,548256.249944468,179420.804344297,5.4,6.2,1.8,4.8,7.6,4,6.6,1,0.123444444444444,5.6612,62.256436949129,24.8804459656419,51.488806305137,0.16463073070978
DA2 ,409444.447674419,555408.276374255,172748.226105036,3.69230769230769,6.30769230769231,4.46153846153846,5.23076923076923,4.53846153846154,1.92307692307692,4.69230769230769,1,0.417472222222222,26.8379,63.0483870967742,33.9794116518023,51.4244229397153,0.236728690238984
DA3 ,463359.538461539,560762.313913044,167399.235122508,5,8.72727272727273,5.72727272727273,6.36363636363636,7.54545454545455,6.09090909090909,4,0,0.476472222222222,26.2001,63.3222170032879,39.3483481962624,51.3741525451395,0.300633951269564
DA4 ,397860.988888889,555500.019753893,168129.098369544,4,6.66666666666667,4.66666666666667,5.33333333333333,4.33333333333333,2.66666666666667,3.66666666666667,0,0.369277777777778,18.1716,62.912826009289,33.0597568505508,51.3976498872357,0.236624842044635
DA5 ,517703,549099.276707317,173453.220493954,6.91666666666667,8.58333333333333,5.08333333333333,6.91666666666667,5.66666666666667,3,5.16666666666667,1,0.235305555555556,7.7428,62.4510018214936,27.3359296651818,51.4449301347808,0.141881299202357
DA6 ,504253.213333333,548679.820121569,175049.85540431,4.83333333333333,7.83333333333333,4.66666666666667,6.66666666666667,4.66666666666667,2.5,6,1,0.186416666666667,6.3443,62.5001755001755,26.5628509941905,51.4572023252728,0.142820048211592
DA7 ,432414.963114754,549213.576235912,176313.52935835,7.3,8.25,5.65,5.6,5.8,3.35,6.55,1,0.187194444444444,5.7733,62.4149152051022,25.9403935964913,51.4685437927001,0.154128643693293
DA8 ,314521.675324675,551182.993345822,177426.58028318,3.66666666666667,5.41666666666667,2.66666666666667,3.25,5.16666666666667,3.91666666666667,6.33333333333333,1,0.144277777777778,6.7761,62.337863062794,26.0451142204941,51.476474252463,0.17448633355135
DA9 ,313657.907284768,558399.627071843,174556.42703193,3,9,4.5,8.5,7.5,3,4,0,0.311916666666667,16.4055,62.793518903199,34.1763347208684,51.449232580279,0.280181125437942
DE1 ,370732.113402062,435011.355917039,336332.997039118,4.25,2.57142857142857,4.67857142857143,3.64285714285714,3.78571428571429,4.89285714285714,6.75,2,3.15386111111111,263.4427,62.6131451257168,29.5048437128849,52.9885422282709,-1.52117400092384
DE11,197423.398058252,430000.248391586,319542.632377826,7.76666666666667,4.66666666666667,5.7,3.6,6.43333333333333,5.13333333333333,3.96666666666667,0,2.94108333333333,240.0873,62.6625577812019,30.659113917662,52.7762007280877,-1.54243496313671
DE12,248398.88,429628.891625657,314294.659872132,7,6.4,6.2,5.3,6.3,8,3.4,0,2.90658333333333,231.6687,62.6922760887428,29.8843052981785,52.7282720431054,-1.58082039338357
DE13,310928.148148148,421094.263012667,323542.040108993,7.45454545454545,6.21212121212121,6.66666666666667,6.54545454545455,4.72727272727273,7.18181818181818,4.90909090909091,3,3.15344444444444,263.8374,62.2563438632833,26.6829584392097,52.7974403452361,-1.72142488124819
DE14,195563.562091503,424121.328231449,323063.212149533,4.57142857142857,4,6.07142857142857,3.5,2.92857142857143,5.42857142857143,6.85714285714286,2,3.12,264.5731,62.8720040795513,33.2103407416309,52.8024981927956,-1.639571804043
DE15,238777.47008547,426460.462335441,322234.201985868,5.23076923076923,5.07692307692308,7.38461538461539,4.46153846153846,4.76923076923077,6.92307692307692,6.53846153846154,1,3.07263888888889,243.5486,63.1441828881847,34.7048122029039,52.806596564847,-1.56714173459128
DE22,252024.390934844,433780.888835908,337245.127111024,6.80769230769231,4.92307692307692,5.88461538461539,6.53846153846154,6.38461538461539,6.92307692307692,4.57692307692308,3,3.08311111111111,256.7885,62.5212510024058,29.7250455954734,52.9445596418484,-1.51566266902437
DE23,230162.582781457,434164.857854343,333879.013327488,6.21428571428571,4.17857142857143,4.67857142857143,4.21428571428571,5.17857142857143,5.42857142857143,6.14285714285714,2,3.05725,253.6276,62.42099464904,29.6550982707096,52.8936474031325,-1.50390298520661
DE24,186147.849315069,436994.000009089,332673.149501055,6,7,4,8,5,1,2,5,2.91727777777778,249.6825,62.231135986733,26.6156507100959,52.8725765956304,-1.40659314296915
DE3 ,241760.692307692,430886.324816098,334757.520895472,9.125,6.125,8.125,8.5,8.375,7.75,5.375,3,3.09497222222222,261.425,63.0130718954248,34.3512999636822,52.9101142176865,-1.54002132594956
DE4 ,290845.32388664,429032.491883024,358791.300884295,9.44117647058824,7.08823529411765,5.52941176470588,7.05882352941176,4.88235294117647,8.82352941176471,3.44117647058824,2,3.53847222222222,285.7143,63.6142131979695,33.8245945276712,53.1428098356799,-1.64701873283454
DE5 ,207740.778571429,440228.138764658,349848.924369054,8.48076923076923,4.94230769230769,6.42307692307692,4.55769230769231,6.57692307692308,7.61538461538462,4.17307692307692,1,3.17572222222222,270.8356,63.0903426791277,33.8003533797603,53.0858792628092,-1.41242256533418
DE55,215490.182481752,442241.712235106,356247.647198211,8,3.54545454545455,8.09090909090909,3.13636363636364,6.54545454545455,5.36363636363636,6.27272727272727,1,3.17963888888889,269.6576,62.8459343794579,35.5213483347338,53.1090080046074,-1.35760694592415
DE56,304435.557620818,435407.74871344,347334.456766191,10,9,10,10,8,9,7,3,3.139,262.2655,62.5136528546878,28.6608620742723,52.9865306084858,-1.49966411327644
DE6 ,364956.049382716,419307.587654486,343441.165549638,8.95454545454546,7.68181818181818,4.68181818181818,6.77272727272727,5,6.86363636363636,3.04545454545455,3,3.34125,271.8188,62.5163043478261,27.4552690759883,52.954764081345,-1.69267497807034
DE65,280746.705882353,426242.979619572,330021.272292579,10,8,2,7,9,6,1,4,3.07627777777778,261.8284,63.1653418124006,36.9128569521475,52.8690076602546,-1.63945459479723
DE7 ,198198.893175074,445460.286813496,342021.950661539,6.9746835443038,5.41772151898734,8.45569620253165,5.0379746835443,6.18987341772152,6.82278481012658,5.79746835443038,3,2.92202777777778,245.1868,62.3025191183086,28.6542433714004,52.8925332137269,-1.35204812976697
DH1 ,261286.408333333,428034.484162764,543203.479461753,6.35,4.325,7.275,7.175,9.225,8.8,4.85,3,5.25613888888889,456.0958,63.4989468757313,40.1625105947895,54.7831857557127,-1.54346476930634
DH2 ,127932.687861272,425849.067816148,551883.648201855,4.84,3.32,6.8,5.16,9.48,8.52,4.44,0,5.38705555555556,466.5058,62.5939500993597,38.3949368888521,54.8756037998254,-1.60009802774176
DH3 ,184879.208633094,427735.616402261,553289.378966663,5.14285714285714,3.5,7,5.71428571428571,8.92857142857143,6.28571428571429,4.85714285714286,1,5.39277777777778,465.4478,62.6573632023504,38.1903837898229,54.8728513020269,-1.55135851905698
DH4 ,144544.695402299,432595.670274118,551117.350448419,3.66666666666667,2.80952380952381,7.85714285714286,4.0952380952381,9.80952380952381,9.19047619047619,5,1,5.36855555555556,462.5177,62.4868949684331,32.2207907205009,54.8481845499964,-1.48026249910924
DH5 ,124872.864864865,435123.568701046,547818.791928537,3.36363636363636,2.09090909090909,8.27272727272727,3.36363636363636,10,10,5.72727272727273,1,5.37180555555556,461.7524,62.3004391033048,28.0881713281793,54.8261302077899,-1.44872388174239
DH6 ,117828.700507614,434524.578339175,539843.181317966,3.5,2.20833333333333,8.875,3.66666666666667,9.91666666666667,9.33333333333333,6.33333333333333,1,5.21713888888889,452.8792,62.2756339581036,28.3247332836111,54.7553981802267,-1.48366055153171
DH7 ,150595.569620253,421979.004239267,543506.647918846,4.77272727272727,2.86363636363636,7.5,4.5,9.27272727272727,9.68181818181818,4.90909090909091,0,5.42336111111111,458.7565,64.0501792114695,36.7550125216622,54.775663122235,-1.70990732722053
DH8 ,160484.865217391,410156.560179556,551289.913976778,5.83333333333333,3.33333333333333,7.375,5.33333333333333,8.70833333333333,9.45833333333333,4.70833333333333,0,5.66963888888889,466.0379,63.1847014925373,25.3695599107267,54.8361799478535,-1.9316388212874
DH9 ,94917.261682243,418785.732084936,552579.53573663,3.86363636363636,2.13636363636364,8.13636363636364,3.09090909090909,9.27272727272727,9.54545454545454,5.59090909090909,0,5.55047222222222,475.305,64.3384681215233,44.4115033030287,54.8729573477386,-1.71898677828694
DL1 ,121754.197278912,430095.735343992,515005.210589028,3.30952380952381,2.88095238095238,8.21428571428571,3.92857142857143,7.71428571428571,8.57142857142857,5.80952380952381,0,4.99075,428.8486,62.8632376395534,35.0842004429066,54.5756974582281,-1.60158456536509
DL10,311025.954198473,420066.704227241,501506.085491257,9.5,8.22727272727273,4.36363636363636,6.86363636363636,5.5,7.31818181818182,3.09090909090909,0,4.93347222222222,417.9139,65.8560885608856,45.5384720513872,54.3935463369829,-1.80550591125481
DL11,324059.465116279,407304.828772281,504278.069781739,8.5,8,1,8,1,8,1,0,5.16566666666667,438.317,70.3552631578948,46.2587719298246,54.4633631129078,-1.97057620980094
DL12,306564.37755102,400946.08034092,519545.178025421,8.125,4.375,5.375,5.875,6.125,10,3.25,0,5.18669444444444,443.2242,70.75,41.7763157894737,54.6052507970547,-2.01868320312398
DL13,200012.741573034,404407.482052172,535652.038512286,4.75,3.08333333333333,7.16666666666667,5.16666666666667,5.5,10,4.83333333333333,0,5.65305555555556,451.3993,,,54.6804348628878,-1.9457972589403
DL14,125056.492647059,420108.280786328,528441.398190625,3.48275862068966,2.41379310344828,7.86206896551724,3.86206896551724,8.48275862068966,9.06896551724138,5.37931034482759,3,5.13494444444444,439.4362,66.5443692797453,52.8874613158075,54.667027902034,-1.64543676469185
DL15,135613.080291971,417614.131229778,535135.470118816,4.1,2.3,6.9,4.2,9.5,10,4.6,2,5.30116666666667,446.8005,63.1530944625407,30.1884112133657,54.714609577648,-1.72357882983833
DL16,136513.85443038,425706.852617601,533900.221751819,3.75,2.75,8.375,3.75,9.625,9.75,5.875,2,5.18702777777778,445.5215,65.5837202950014,52.071472603711,54.6997522391321,-1.60059690204204
DL17,86145.2631578947,429584.669459329,531841.506615559,4.1,2.5,8.7,4.3,9.8,9.5,6.1,0,5.24311111111111,455.9635,67.1452145214522,59.4571022491945,54.6554084864236,-1.50490191912498
DL2 ,241376.345132743,426898.669015474,514618.3023899,6.4,6.3,5.2,8.1,9,9.5,3,0,4.98838888888889,429.7076,62.1327140013271,27.5056156704745,54.4935036759166,-1.49741648355761
DL3 ,168998.257971014,427847.885232682,515446.441958161,3.70588235294118,4,9.11764705882353,5.29411764705882,8.05882352941176,9.05882352941176,6.64705882352941,0,4.96633333333333,426.06,62.6495901639344,32.24493628133,54.5353191342199,-1.57792087174718
DL4 ,66454.5753424658,423107.407124155,526175.556783197,1.5,2,8.75,2.5,8.75,9.5,7.5,2,5.06797222222222,435.3021,66.715625,56.5013191838649,54.6300354728773,-1.63867928396397
DL5 ,166653.362416107,427309.22357478,524945.199079338,4.35294117647059,2.47058823529412,6.94117647058824,4.52941176470588,9.58823529411765,8.11764705882353,4.35294117647059,0,5.06494444444444,434.0603,66.0329218106996,55.9602166550614,54.6161059201217,-1.59007845959234
DL6 ,373342.397590361,439167.61144266,496602.131266084,8.6,7.4,5.13333333333333,6.13333333333333,5.73333333333333,8.66666666666667,3.26666666666667,0,4.76191666666667,406.2049,61.3888888888889,29.6785268414482,54.3631860766194,-1.28172152619862
DL7 ,277722.395833333,433758.117584623,493390.231725269,9.83333333333333,8.66666666666667,6.66666666666667,7.33333333333333,6.5,7.33333333333333,4,1,4.67036111111111,393.1757,63.4563106796117,33.5754221600997,54.3001572772863,-1.53385649798001
DL8 ,325773.608108108,412921.098315606,488687.053847111,9.63636363636364,8.63636363636364,4.54545454545455,5.90909090909091,4.54545454545455,7.63636363636364,2.81818181818182,0,4.94133333333333,416.7286,,,54.2740307540442,-1.89243555503432
DL9 ,145775.510204082,418917.106815998,497822.704577445,9,7,3.66666666666667,3,9.83333333333333,9.16666666666667,2.83333333333333,0,4.83144444444444,410.6423,65.6068111455108,48.2110543115655,54.3672892092049,-1.72531513710019
DN1 ,127137.118644068,457769.111979554,403296.611964065,1.91666666666667,2.5,6.08333333333333,2.41666666666667,3.08333333333333,3.33333333333333,6.75,0,3.57644444444445,298.2694,63.785392245266,42.5676203559326,53.5211778018039,-0.977580336797012
DN10,289099.524390244,471173.014912558,392725.347829266,5.84615384615385,5.38461538461539,4.30769230769231,6.07692307692308,7.07692307692308,7.53846153846154,2.30769230769231,0,3.46025,288.2948,62.4478527607362,29.3139235163775,53.4048287670954,-0.945963912180146
DN11,392425.483870968,461219.672427439,395051.905193396,3.73913043478261,3.08695652173913,7.08695652173913,4.30434782608696,8.1304347826087,5.82608695652174,5.08695652173913,2,3.40777777777778,286.5672,62.2011095700416,35.039332563975,53.41862603063,-1.11665216320128
DN12,133153.496240602,451764.343992609,398744.52079729,2.05882352941176,2.17647058823529,7.11764705882353,1.70588235294118,7.41176470588235,5.52941176470588,6.11764705882353,1,3.55766666666667,299.9096,63.027991082487,32.8998605073536,53.482465042141,-1.23375788324393
DN14,212024.563953488,470402.75412875,424120.851039311,7.42857142857143,7.05714285714286,5.37142857142857,4.65714285714286,5.25714285714286,6.77142857142857,4.08571428571429,1,4.19772222222222,337.0636,64.0505617977528,46.5846807344478,53.7238418029102,-0.931515966169711
DN15,218099.005405405,489187.482525616,413726.142525616,4.48275862068966,4,7.3448275862069,3.89655172413793,6.10344827586207,4.27586206896552,5.37931034482759,1,3.75530555555556,310.1451,63.0383536014967,48.8271793093059,53.617544348012,-0.644293747113374
DN16,138010.5,490216.523089454,408738.560093654,4.05263157894737,4.26315789473684,8.47368421052632,4.47368421052632,6.78947368421053,3.42105263157895,6.26315789473684,1,3.71469444444444,307.0593,63.1363636363636,49.6629167011333,53.5552720909788,-0.642142355147995
DN17,181701.380487805,485938.242913927,409154.807006775,4.65,4.5,8.5,4.1,7.35,5.4,6.1,1,3.88441666666667,310.256,60.75,26.6304347826087,53.6328030272966,-0.807949274319375
DN18,173415.816326531,502681.037811796,421791.348045063,5.9,5.6,5.8,4.7,5.7,4.3,4.1,1,3.81397222222222,318.1197,64.8535031847134,44.242387337466,53.6503531729432,-0.418422938820621
